CID,DRKG_ID,CanonicalSMILES,P_NP
5531,DB09283,CCN(CC)C1=CC(=NC2=NC=NN12)C,1
4830,DB09286,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,1
68865,DB09288,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,1
68870,DB09289,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,1
5205,DB09304,CN1CCC2=C(C1)C3=CC=CC=C3CC4=CC=CC=C24,1
51355,DB09305,CN1CCN2C(C1)C3=CC=CN3CC4=CC=CC=C42,1
93184,DB09319,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC5=C(CCC5)C=C4)C(=O)O)C,0
3651,DB09352,CC(CC1=CC=C(C=C1)O)N,0
5876,DB09378,CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O,1
5284587,DB09383,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2(C1(C(=O)CO)O)C)C,1
36604,DB09571,CC(CC1=CC=CC=C1)NC,1
104845,DB11371,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,1
15443,DB11376,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,1
6212,DB11387,C(Cl)(Cl)Cl,1
135434844,DB11401,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=O)C2=C(C=CN(C2=O)C)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)OC4C(C(C(C(O4)C)OC5C(C(C(C(O5)C)OC)O)OC)OC)O)O)O,0
114811,DB11413,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,1
5707,DB11477,CC1=C(C(=CC=C1)C)NC2=NCCCS2,1
5284595,DB11490,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,1
56206,DB11511,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,0
71969,DB11543,C1CN=C(N1)NC2=C(C=CC=C2Br)F,1
26533,DB11549,CCNC1(CCCCC1=O)C2=CC=CS2,1
35775,DB11555,CC1=NN(C2=C1C(=NCC(=O)N2C)C3=CC=CC=C3F)C,1
56032,DB11556,CC1=C(C(=CC=C1)CC2=CN=CN2)C,1
1140,DB11558,CC1=CC=CC=C1,1
10083,DB11584,C1CCNC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,1
10090,DB11609,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,1
6674,DB11622,CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C,0
10624,DB11664,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,1
107751,DB11696,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,1
3191,DB11742,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,0
3032771,DB11748,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C,1
6324616,DB11753,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,0
182137,DB11823,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,1
59708,DB11868,CCC(C(=O)N)N1CCCC1=O,1
189821,DB11921,CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C,1
3845,DB11937,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,1
9832687,DB12009,CCOC1=CC=C(C=C1)C2=NN3C(=C2C4=CC=C(C=C4)S(=O)(=O)C)C=CC=N3,1
72301,DB12093,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,0
65894,DB12190,CC(C1C2N(C1=O)C(=C(S2)C3CCCO3)C(=O)O)O,0
4021,DB12243,CC1=NN(C(=O)C1)C2=CC=CC=C2,1
60848,DB12264,CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)OC,0
4942,DB12278,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,1
4450,DB12293,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,1
31402,DB12308,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,1
2333,DB12319,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,1
171758,DB12343,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,0
65856,DB12395,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,1
2448,DB12401,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,1
5143,DB12418,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,1
3822,DB12465,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,1
4850,DB12478,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,1
9331,DB12492,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,1
91488,DB12553,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)F)O,1
36119,DB12604,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,0
5639,DB12661,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,1
666418,DB12667,CCCC1=NC=CC(=C1)C(=S)N,1
55652,DB12704,CN(C1CCC2(CCCO2)CC1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl,1
2327,DB12783,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,0
16363,DB12867,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,1
4615,DB12877,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,1
65853,DB12883,C1CN(CCN1)C2=C3C(=CC=C2)OCCO3,1
71857,DB12927,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCNCC(C3=CC(=C(C=C3)O)O)O,0
9417,DB12930,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,1
68888,DB12951,CC(C)(C)C(=O)NCCCC(=O)O,1
14670,DB12958,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3,1
66249,DB13003,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C,1
65955,DB13018,C1CC(=O)N2C1NC(=O)C2,1
5467,DB13025,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,1
28061,DB13026,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],1
71157,DB13082,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2=O,1
14190,DB13084,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C,1
20140,DB13099,CCC(C)C(CC)C(=O)N,1
20313,DB13114,C[N+](C)(CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31)[O-],1
71387,DB13158,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C,1
9904,DB13169,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,0
202225,DB13179,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,0
16229,DB13203,CCN(CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3)CCO,1
12598,DB13213,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,1
36109,DB13219,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2,1
9419,DB13225,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C,1
2081,DB13233,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,1
15004,DB13234,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,1
93154,DB13246,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53,1
51712,DB13247,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,1
4806,DB13248,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,0
17336,DB13253,CC(CC1(C(=O)NC(=O)NC1=O)CC=C)O,1
16351,DB13256,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,1
6337,DB13259,CCCl,1
5357,DB13273,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)CC)OC,1
5343,DB13283,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N,1
4822,DB13292,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1,1
62858,DB13294,C1=CC(=CC=C1C(C(CO)NC(=O)CN=[N+]=[N-])O)[N+](=O)[O-],1
71392,DB13300,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CCC=CC3)N)C(=O)O)C,0
25803,DB13303,CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N,1
6575,DB13323,C(=C(Cl)Cl)Cl,1
25215,DB13324,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,1
4994,DB13331,CCC1(C(=O)C=CNC1=O)CC,1
40391,DB13335,C#CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,1
71260,DB13338,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)(C)F)C)O)(C)O,0
135436543,DB13341,CCN=C1NC(=O)C(O1)C2=CC=CC=C2,1
7902,DB13352,CN(C)CCO,1
4770,DB13354,C1=CC=C(C=C1)CCCOC(=O)N,1
72060,DB13362,CCC(C1=CC=CC=C1)C(=O)NC(=O)N,1
35455,DB13364,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,1
2447,DB13370,CC(C)C(C(=O)NC(=O)N)Br,1
5284636,DB13377,CCC=C(C)C1(C(=O)NC(=O)NC1=O)CC,1
4538,DB13378,C1=CC(=CC(=C1)O)C(CN)O,0
25382,DB13384,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C,1
443951,DB13399,CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C,1
4640,DB13403,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4,1
5917,DB13415,C1CCC2=NN=NN2CC1,0
4041,DB13437,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,1
14592,DB13438,CCCC(CC1=CC=CC=C1)N2CCCC2,1
4977,DB13449,CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,1
23991,DB13453,[Xe],1
5362460,DB13454,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC(=O)C6=CN=CC=C6)OC3C(C=C4)OC(=O)C7=CN=CC=C7,1
432824,DB13457,CC(C)N1CCOC(C1)C2=CC(=CC=C2)C(F)(F)F,1
6436055,DB13461,CCC=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,0
19667,DB13462,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2,0
5361871,DB13470,CC1=C(SC(=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,0
21722,DB13496,CN(C)CCCN1C2=C(CCCCCC2)C3=CC=CC=C31,1
68778,DB13502,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,1
33672,DB13506,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C,0
2780,DB13511,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N,1
47979,DB13523,COC1=CC(=CC(=C1OC)C(=O)NCC2CCCN2CC=C)S(=O)(=O)N,1
219095,DB13534,CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC=C3OC4=CC=C(C=C4)Cl,1
2377,DB13550,CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2,1
5567,DB13552,C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F,1
4249,DB13554,CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O,1
6762,DB13557,CC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,1
6526,DB13572,CCC(C)(CC)OC(=O)N,1
5842,DB13577,C=CCC1(C(=O)NC(=O)NC1=O)CC=C,0
5315,DB13580,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,0
26388,DB13591,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N,1
28329,DB13592,CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C,1
3283,DB13598,CCOCC,0
4626,DB13601,C1C(CN(C1=O)CC(=O)N)O,1
36976,DB13625,CC(C)(C)NCC(C1=CC(=C(C=C1)O)NC(=O)N)O,0
3033860,DB13643,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,1
42884,DB13653,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,1
5497,DB13655,CCN(CC)C(=O)C1=CN=CC=C1,1
21102,DB13657,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C,1
9661,DB13662,C#CCC1(CCCCC1)OC(=O)N,1
15139,DB13665,COC1=CC=CC=C1N2CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F,1
4257,DB13676,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,1
71807,DB13686,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC(=C(C=C3)Cl)Cl)OC)C(=O)O)C,0
71919,DB13687,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3,1
8024,DB13690,C=COC=C,1
20055036,DB13693,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,0
6127,DB13720,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C,0
6494,DB13733,CCC(C)(C#C)O,1
71899,DB13736,CC(C)C1=CC=CC=C1OCC2=NCCN2,0
5838,DB13737,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,0
2310,DB13740,CCC1(CC(=O)NC(=O)C1)C,1
6257,DB13754,COC1=CC=CC=C1OCC2CNC(=O)O2,1
4039,DB13758,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl,1
72135,DB13770,CCCC(C)C1(C(=O)NC(=O)NC1=O)C=C,1
58258,DB13772,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F,0
5330,DB13773,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,0
71736,DB13778,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=C(C(=O)C(=C4)Cl)Cl)SC2)C(=O)O,0
65589,DB13782,C[N+](C)(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)[O-],1
17182,DB13784,CC(CN1CCN(CC1)CCOCCO)CN2C3=CC=CC=C3SC4=CC=CC=C42,1
30131,DB13787,CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2,1
3351,DB13790,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl,1
33630,DB13791,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,1
3932,DB13806,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,1
3037918,DB13810,CC1=CC2=C(CC3C4C2(CCCC4)CCN3C)C=C1,1
71447,DB13814,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C,0
71961,DB13816,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C(CC(=O)NC)N)C(=O)O)C,0
6488,DB13817,CCC(CC)(C(=O)NC(=O)N)Br,1
19396,DB13820,CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)CN(C)C,1
65755,DB13821,C1C(=C(N2C(S1)C(C2=O)NC(=O)CN3C=NN=N3)C(=O)O)CSC4=NN=CS4,0
71195,DB13822,CN(C)CCCC1(C2=CC=CC=C2SC3=C1C=C(C=C3)OC)O,1
38668,DB13837,C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCO)O)F,1
5284535,DB13843,CC12CC(C3C(C1CCC2(C(=O)CO)O)C=C(C4=CC(=O)C=CC34C)Cl)O,1
13314,DB13872,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,1
44571,DB13876,COC1=CC(=C2C(=C1)C=C(O2)C3CCNCC3)Br,1
6351,DB13984,C1CC1,0
6604889,DB13988,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O,0
2997,DB14028,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,1
2537,DB14156,CC1(C2CCC1(C(=O)C2)C)C,1
68921,DB14538,CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)C,1
5744,DB14539,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,1
26133,DB14540,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,1
636398,DB14543,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)CC,1
93055,DB14632,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=CC34C)O,1
63019,DB14643,CCC(=O)OC1(CCC2C1(CC(C3C2CC(C4=CC(=O)C=CC34C)C)O)C)C(=O)COC(=O)C,1
16923,DB14644,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O,1
443928,DB14657,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)F,1
222786,DB14681,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,0
5360697,DB14682,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,1
135412795,DB14719,C1CCC2=C(C1)C3=C(S2)NC(=O)CN=C3C4=CC=CC=C4,1
65650,DB15038,C1CNCCC1OCC2=CC3=CC=CC=C3C=C2,1
59868,DB15130,CCCNC1CCC2=C(C1)SC(=N2)N,1
60809,DB15357,CCCCCCOC1=NSN=C1C2=CCCN(C2)C,1
4177,DB15489,CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,1
5834,DB15566,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,1
10253,MESH:C000693,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,0
5024,MESH:C001016,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)OC)OC,1
30429,MESH:C004298,CC(C)NC(=O)OC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,1
21382,MESH:C004624,CN(C)CCCC1C2=CC=CC=C2NC3=C1C=C(C=C3)Cl,1
7500,MESH:C004912,CCC1=CC=CC=C1,1
5281404,MESH:C005010,CC1=NC=CC2=C1NC3=CC=CC=C23,1
22047,MESH:C005179,CC1=CC2=C(C=C1)SC3=CC=CC=C3N=C2N4CCN(CC4)C,1
412,MESH:C005311,C1CC(NC1)C2=CN=CC=C2,1
439503,MESH:C005696,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,1
10346039,MESH:C007084,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl,0
32603,MESH:C007084,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl,0
219121,MESH:C007133,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O.O,1
7247,MESH:C010313,CC1=CC(=C(C=C1)C)C,1
71386,MESH:C010893,CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl,1
3469,MESH:C010925,C1=CC(=C(C=C1O)C(=O)O)O,0
15942715,MESH:C011824,CCCCOC(=O)C(=O)C1C(CC2C1(CC(C3C2CC(C4=CC(=O)C=CC34C)F)O)C)C,1
2555,MESH:C012227,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,0
65394,MESH:C012970,C1=CC=C(C(=C1)CC(=O)O)OC2=C(C=C(C=C2)Cl)Cl,1
68664,MESH:C015697,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4O3,1
2527,MESH:C016030,CC(C)(CO)C(C(=O)NCCCC(=O)O)O,1
72153,MESH:C016152,CC1=CC(=C(C=C1S(=O)C)OC)OC,1
5280804,MESH:C016527,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,0
14296,MESH:C017953,CC1=C(N=C(C(=N1)C)C)C,0
688145,MESH:C018490,CCNC(=O)C=CC1=CC(=CC=C1)Br,1
15052414,MESH:C019112,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CSC(=O)C(C)(C)C)O)C)O,1
3033985,MESH:C020602,CC1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,1
5464200,MESH:C020724,COCCCCC(=NOCCN)C1=CC=C(C=C1)Cl,1
68717,MESH:C020724,COCCCCC(=NOCCN)C1=CC=C(C=C1)Cl,1
6335903,MESH:C020724,COCCCCC(=NOCCN)C1=CC=C(C=C1)Cl,1
3704,MESH:C020852,C1COC(CN1)COC2=CC=CC3=C2CC=C3,1
4687,MESH:C021183,CN1C=NC2=C1C(=O)N(C(=O)N2)C,0
3033151,MESH:C024159,C1CN(CCC1N2C3=CC=CC=C3NC2=S)CCCC(=O)C4=CC=C(C=C4)F,1
68289,MESH:C025583,C1OC2=C(O1)C=C(C=C2)O,0
52542,MESH:C026234,COCC1CN(C(=O)O1)C2=CC=C(C=C2)OCC3=CC(=CC=C3)C#N,1
51174,MESH:C026240,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)C4=CC=C(C=C4)F)CCCC(C5=CC=C(C=C5)F)O,1
1223,MESH:C027248,CCC12CCN(C(C1(C)C)CC3=C2C=C(C=C3)O)CC4(CC4)O,1
443406,MESH:C027248,CCC12CCN(C(C1(C)C)CC3=C2C=C(C=C3)O)CC4(CC4)O,1
5142,MESH:C027744,CSC(=N)N,0
71927,MESH:C027784,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2,0
4390,MESH:C029217,CC(C)(C)[N+](=CC1=CC=CC=C1)[O-],1
430021,MESH:C030851,CC1CC(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N,0
31423,MESH:C030984,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1
68871,MESH:C031292,CN1CC(C2=C(C1)C=C(C=C2)OC)C3=CC(=C(C=C3)Cl)Cl,1
53626,MESH:C031307,C1=CC=C(C=C1)CCC2=CC=C(C=C2)C(CN3C=CN=C3)O,1
3043606,MESH:C031466,CC1=C(C=CC(=C1)N(C)C)CC(C)N,1
71221,MESH:C031466,CC1=C(C=CC(=C1)N(C)C)CC(C)N,1
7845,MESH:C031763,C=CC=C,0
92242,MESH:C031843,C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,0
135497698,MESH:C032794,CN1CC(=O)NC1=NC(=O)NC2=CC(=CC=C2)Cl,1
8003,MESH:C033353,CCCCC,1
53077,MESH:C035115,CCCC1(CCN(CC1C)C)C2=CC(=CC=C2)O,1
10469079,MESH:C035115,CCCC1(CCN(CC1C)C)C2=CC(=CC=C2)O,1
40903,MESH:C037283,CN1CCN(CC1)C(=O)OC2C3=C(C(=O)N2C4=NC5=C(C=C4)C=CC(=N5)Cl)SCCS3,1
641115,MESH:C037547,C1CCN(CC1)C(=O)C=CC2=CC3=C(C=C2)OCO3,1
53569,MESH:C039332,CCCCCNCC(=O)N,1
55263,MESH:C039686,CCC1=C(NC(=O)N1)C(=O)C2=CC=NC=C2,1
68663,MESH:C039923,C1CN2CC3=C(CC2CN1CCCC(=O)C4=CC=C(C=C4)F)C5=CC=CC=C5N3,1
6560,MESH:C040507,CC(C)CO,0
3379942,MESH:C040738,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,0
5361467,MESH:C040738,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,0
53467,MESH:C042116,CNC(=O)N1CC(C1)OC2=CC=CC(=C2)C(F)(F)F,1
65646,MESH:C045384,CC1=C(OC(=O)O1)COC(=O)C2C(SC3N2C(=O)C3NC(=O)C(C4=CC=CC=C4)N)(C)C,0
55482,MESH:C049054,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=NC=C(C=C3C)Br,0
53395236,MESH:C049934,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC4=CN=NS4)C(=O)O,0
